ID,UTTERANCE,CORE RELATIONS
3193,give a list of best rated movies,movie.star_rating
3194,show me a set of movie trailers,movie.trailer
3195,show me movie trailers,movie.trailer
3196,preview paramount pictures clips,movie.production_companies movie.trailer
3197,show me the movie highlights,movie.trailer
3198,display movies made in country,movie.country
3199,locate movies made in country,movie.country
3200,what has person directed,movie.directed_by
3201,what did lee unkridge direct,movie.directed_by
3202,cartoon with fish,movie.genre movie.description
3203,jennifer ann new releases,movie.starring.actor movie.initial_release_date
3204,what are some good american movies,movie.country movie.star_rating
3205,what is the top rated french comedy,movie.country movie.genre movie.star_rating
3206,show me this years top rated italian movies,movie.country movie.star_rating movie.initial_release_date
3207,what films has japan made this year,movie.country movie.initial_release_date
3208,spanish academy award winning movie,movie.country movie.award award.ceremony
3209,what are the best british action movies,movie.country movie.genre movie.star_rating
3210,show movies made in country,movie.country
3211,find movies made in country,movie.country
3212,tell me movies made in country,movie.country
3213,movies by franco zephereli,movie.directed_by
3214,what is the latest movie directed by director two,movie.directed_by movie.initial_release_date
3215,what movie is lee unkrich known for,movie.directed_by movie.star_rating
3216,i need to know about some famous movies directed by martin scorsese,movie.directed_by movie.star_rating
3217,i would like to know about some famous movies by director martin scorsese,movie.directed_by movie.star_rating
3218,what movie is robert wise famous for directing,movie.directed_by movie.star_rating
3219,show me the top ten movies of last year,movie.star_rating movie.initial_release_date
3220,what new movies are coming up in france,movie.release release.date movie.initial_release_date release.region
3221,what upcoming movies are they producing,movie.production_companies movie.initial_release_date
3222,give me a list of some famous movies in hindi language,movie.language movie.star_rating
3223,show me names of some famous movies in hindi language,movie.language movie.star_rating
3224,which movies filmed in asia won academy awards,movie.locations movie.award award.ceremony
3225,scary movies by this producer,movie.genre movie.produced_by
3226,show me a list of movies made by the producer,movie.produced_by
3227,tell me movies produced by,movie.produced_by
3228,award movies for fox,movie.production_companies movie.award
3229,show me the films from paramount that won oscars,movie.production_companies movie.award award.ceremony
3230,can you tell me some famous movies by producer walt disney,movie.production_companies movie.star_rating
3231,what are some good g rated movies,movie.rating movie.star_rating
3232,jennifer lawrence new movie,movie.starring.actor movie.initial_release_date
3233,show brad pitt movies with angelina jolie as actress,movie.starring.actor
3234,i would like to know the names of some award winning movies by indian actor dilip kumar,movie.starring.actor movie.award actor.nationality
3235,show me kristen stewart's worst movies,movie.starring.actor movie.star_rating
3236,show brad pitt movies nominated for oscars,movie.award_nom movie.starring.actor award.ceremony
3237,what are some great movies about sports heroes,movie.star_rating movie.subjects
3238,movies gross revenue of seven point two million dollars,movie.gross_revenue gr.amount
3239,list movies released in italy in 2012,movie.release release.date release.region
3240,upcoming movie releases in japan,movie.release release.date release.region
3241,show me the movies released in london,movie.release release.region
3242,what movies are playing in mexico,movie.release release.date release.region
3243,show me the movies released in srilanka,movie.release release.region
3244,what movies in the usa came out in 2012,movie.release release.date release.region
3245,show me the movies released in america,movie.release release.region
3246,show me movies with a four star rating,movie.star_rating
3247,top movies,movie.star_rating
3248,what media has lionsgate done,movie.production_companies
3249,find shows about cars,movie.subjects
3250,is this movie violent,movie.description
3251,did life is beautiful win an academy award,movie.award award.ceremony
3252,show all movies by oscar winning directors for the seventies,director.award movie.directed_by movie.initial_release_date award.ceremony
3253,did clint eastwood win an oscar for any of the movies he has directed,movie.award movie.directed_by award.category
3254,what movies did meryl streep win her oscars,award.winning_work person.award award.ceremony
3255,find pictures of kristen stewart,person.picture
3256,images for steven spielberg,person.picture
3257,see images of steven spielberg,person.picture
3258,show me images of steven spielberg,person.picture
3259,what does stephen spielberg look like,person.picture
3260,images of will ferrell,person.picture
3261,all images of will ferrell,person.picture
3262,display images of actor will ferrell in the news,person.picture
3263,search for images of will ferrell,person.picture
3264,show me images of will ferrell,person.picture
3265,show me some pictures of will ferrell,person.picture
3266,show me pictures of movie producers,person.picture
3267,who are the most famous producers in hollywood,movie.star_rating movie.produced_by
3268,who produced the motion picture the devil wears prada,movie.produced_by
3269,who produced the theatrical film the devil wears prada,movie.produced_by
3270,who produced,movie.produced_by
3271,who's the producer,movie.produced_by
3272,find rating information about the movie dredd,movie.rating movie.star_rating
3273,what is it rated,movie.rating
3274,what are the ratings for movies,movie.rating
3275,get finding nemo info and reviews,movie.review
3276,parental review for movie,movie.rating movie.review
3277,critic reviews of dirty dancing,movie.review
3278,reviews for dirty dancing,movie.review
3279,reviews of dirty dancing,movie.review
3280,what were the reviews for dirty dancing,movie.review
3281,how have critics rated finding nemo,movie.review
3282,show me the reviews for finding nemo,movie.review
3283,what are the reviews for finding nemo,movie.review
3284,review for movie,movie.review
3285,reviews of movie,movie.review
3286,what are the reviews for movie,movie.review
3287,reviews for house at the end of the street,movie.review
3288,reviews of house at the end of the street,movie.review
3289,what are the reviews for house at the end of the street,movie.review
3290,reviews for in july,movie.review
3291,reviews for in july,movie.review
